pk,example,good
734,Gerick bended the stem with tongs.,0
734,Gerick folded the stem with pinches,0
734,Selina tortilla the bar with clips,0
734,Selina folded the stem with clips.,0
734,"The rod was bent into torso-claws, by Selina",0
734,Selina thread the stalk with twists,0
734,Romona folded the stem with twists,0
734,Romona curves stem with pinches,0
734,Romona flip the stick with pinches.,0
734,Romona folded the stem with claws.,0
734,Cylinder the stick with clamps,0
734,Circle of the tap stick,0
734,Wind suspension of stem with clamps,0
734,Wind bend the stem with pinching.,0
734,See the curved stem with clips.,0
734,View the bar secteur flexed with clamps.,0
734,View the tube sleeve with tweezers.,0
734,See stem curve with clips,0
734,The Jesuit folded the stem with brushes.,0
734,The Jeralee bends to the stem with its pinches.,0
734,Jeralee bends the stem with pinches.,0
734,Jeralee folded the bar with pliers,0
734,• Wrist-not-for-wear,0
734,Stranded Husain with pinches,0
734,Cover the stem with clamps,0
734,Splee tucked stem with claws,0
735,Tony broke the glass to pieces with a hammer,1
735,"The man was killed in the rain and other storms, flying in the area, and his legs won the ceremony.",0
735,Hillel broke the cup into pieces with a hammer.,1
735,Hillel broke the moon into pieces with a hammer,0
735,Hillel broke the glass into pieces with a stick.,1
735,The glass broke with humtone and a hammer.,0
735,Steam glass fell into pieces with hammer,0
735,The glass parts that were made of water were broken by a hammer.,0
735,Rotating friezes broke the glass into pieces with a hammer,0
735,The city broke the glass and shrouded itself with a hammer.,0
735,The town jumps glass and pieces with a hammer.,0
735,The city broken glass with hammer-pieces,0
735,The city broke the glass to cut the hammer.,0
735,Nevile broke the glass in pieces with a hammer,0
735,Nevile broke glazing into pieces with a hammer,0
735,Nevile broke the glass and cut it out with a hammer.,0
735,Nevile broke the glass into pieces with a hammer.,0
735,Natalie broke the glass in pieces with a hammer,0
735,Natalie broke glass in rooms with a hammer,0
735,Natalie broke the glass in pieces with a hammer.,0
735,Natalie Breaked the Glass to Make Parts with a hammer,0
735,The city broke the glass with a hammer.,0
735,The city broke the glass to cut off the hammer.,0
735,The city broke panes with a hammer,0
735,The town broke the glass and cut it up with a hammer.,0
735,Thorin breaks the glass and cut it basses with a hammer,0
735,Thorin breaks glass in pieces with a hammer,0
735,Thorin broke the glass into broken pieces with a hammer:,0
735,Thorin broke glass on a hammer,0
735,Rica broke the glass into rooms using a hammer.,0
735,Rica cut glass into pieces using a hammer,0
735,Rica broke the glass into pieces with a hammer.,0
735,Rica is jumping the glass in pieces with a hammer,0
735,Oliviero broke the glass into pieces with a hammer.,0
735,Oliviero broke the glass for the songs with native hammer,0
735,Oliviero broke the glass of a room by means of a hammer.,0
735,Oliviero broke the glass to make pieces by means of a hammer.,0
735,Rica poured the glass into pieces with a hammer.,0
735,Rica broke the glass into pieces with a hammer.,0
735,The glass was broken in pieces by a hammer.,0
735,vention of the Act.,0
736,Tony broke the box open with a hammer,1
736,Kelcy broke the box opened to the hammer.,0
736,Kelcy broke the open box of a hammer,0
736,Kelcy broke the open box with a hammer.,0
736,Kelcy broke the open box with a hammer.,0
736,Hubey broke the box opened by hammer,0
736,Hubey broke the door open with a chair,1
736,Hubey then broken the box open to the hammer.,0
736,Hubey broke the box opened with a hammer.,0
736,Titos broke the box open with a hammer.,0
736,Titos broken up the open box of a hammer,0
736,Titos broke the box opened by a hammer,0
736,Titos broke the box opened in a hammer,0
736,Hubey breaks the box opened by a hammer,0
736,Hubey breaks open box by hammer,0
736,Hubey has broken the open box with a hammer,0
736,Hubey broke the box opened by a hammer.,0
736,Ram broke the open box with a hammer,0
736,Ram drives open box with hammer,0
736,Ram broke the box opened by a hammer,0
736,Ram broke the box opened by a hammer.,0
736,Breaking the case opened with a hammer.,0
736,Fracture Damages Open Head with hammer,0
736,Fracture broke the open box with a hammer,0
736,Fresh broke the open box with a hammer,0
736,Moishe broke the open box with a hammer.,0
736,Woman broke the box opened by a hammer,0
736,Moiher broke the open box with a hammer,0
736,Moishe broke the box with a hammer,0
736,Gayle broke the safe open with a hammer,0
736,Gayle broke the box opened with a hammer.,0
736,The team broke the open box with a hammer.,0
736,Mr. Gayle broke the open box with a hammer.,0
736,Hubey broke the open box with a hammer.,0
736,Hubey broke the passenger cabin with a hammer,0
736,Hubey broke the open box by hammer,0
736,Hubey broke the box by opening it with a hammer.,0
736,Samaria broke the open box with a hammer,0
736,Samaria broke the box with a hammer.,0
736,Samaria broke the box opened by a hammer.,0
736,Samaria broke the open box with a hammer,0
737,Tony broke the window with a hammer,1
737,That night broke the window with a hammer.,0
737,Hedi broke the window by hammer,0
737,Hedi broke window with a stone,1
737,Hedi broke the window with a hammer,0
737,Milton broke the window with a hammer,0
737,Milton broke the window with a hammer (see Table 1).,0
737,Milton broke the window with a hammer,0
737,Milton broke window with hammer,0
737,Teddy broke the table with a hammer.,1
737,He broke the display window with a hammer.,0
737,Teddy broke the window with a hammer,0
737,Teddy broke the window with a hammer,0
737,Janette broke the window with a hammer,0
737,Janette broke the window with a hammer.,0
737,Janette broke through the window with a hammer,0
737,Janette breaks up the hammer window,0
737,Stephanus broke the window with a hammer.,0
737,Stéphane broke the window with a hammer,0
737,Stephane broke the window with a hammer.,0
737,Stéphane broke the window with a hammer,0
737,Stephanus broke the window with a hammer,0
737,Stephanie carried out one hammer's window.,0
737,Stéphane broke the window with a hammer,0
737,Stéphane broke the hammer window,0
737,Harlie broke the window with a hammer.,0
737,Harlie broke the window with a hammer.,0
737,Harlie broke the window with a hammer.,0
737,Harlie broke the window with a hammer press,0
737,Mother broke the window with a hammer,0
737,The mom broke down the hammer window.,0
737,The mother broke the window with a hammer.,0
737,"The mother broke the window, hitting her hammer.",0
737,Hedi broke the window with a hammer,0
737,Hedi rubbed the window with a hammer.,0
737,Hedi broke the window with a hammer.,0
737,Hedi broke the window with a hammer.,0
737,Stephanus broke the window with a hammer,0
737,Stephanus broke the window with a hammer,0
737,Stéphane broke the window with a hammer,0
737,Stephane broke the window with a hammer,0
738,Carol cut the envelope open with the knife,1
738,Francoise cutting the open envelope with the knife,0
738,Françoise cut out the capsule open to knife,0
738,Francois cut the envelope open to the knife,0
738,François cut the open envelope with the knife,0
738,Rolando cut the open envelope with the knife.,0
738,Rolando cut the package open with the tool.,1
738,Rolando cut the open envelope with the knife.,0
738,Rolando cuts open shell with knife,0
738,Grata cuts open envelope to knife,0
738,Grata cuts the envelope open to the knife,0
738,Grata cut the open envelope to the knife,0
738,Grata cuts open envelope with knife,0
738,Blessing the Prophet (peace and blessings be upon him) and praying to him about forgiveness and salvation.,0
738,Cut open envelope with knife,0
738,Heat cutting the open shell with the knife,0
738,Cut the envelope with a knife,0
738,"Antoinette cuts open envelope, cut with knife",0
738,"Antoinette cut the open envelope, with the knife",0
738,Antoinette cut the open envelope with the knife.,0
738,Antoinette disintegrates open knife envelope,0
738,Artemus cut out shell open with knife,0
738,Artemus cuts the envelope opened with the knife,0
738,Artemius cut open envelope with knife,0
738,Artémeus cut the open envelope with the knife.,0
738,Cordie cut the open envelope with the knife,0
738,Cordie cut open envelope with knight,0
738,Cordia cuts open shell with knife,0
738,The Cordy cuts the opened envelope with the knife.,0
738,Cut open envelope with knife,0
738,The envelope was opened by Alon and it was also open with the knife.,0
738,Alon cuts the open envelope with a knife,0
738,A single item cut from the open envelope with the knife.,0
738,Yancey cut open envelope with knife,0
738,Yancey cut the open envelope with the knife,0
738,Yancey cut the open envelope with the knife.,0
738,Yancey cut the open shell with the knife,0
738,Janeva cut off the Cup shell,0
738,Janeva cuts open envelope with knife,0
738,Janeva cuts open envelope with knife,0
738,Janeva cuts the open envelope with the knife,0
739,Carol cut the envelope into pieces with a knife,1
739,Creighton cuts envelope into pieces with knife,0
739,The envelope cut by twilight is cut in pieces with a knife.,0
739,Creighton cut the envelope into pieces using object,1
739,Creighton breaks the envelope into pieces with a knife,0
739,Nathanael cuts the note into fragments with a knife,1
739,Nathanael cut the envelope into pieces with a knife,0
739,Nathanael cut the envelope into pieces with a knife.,0
739,Nathanael cuts the envelope in chunks and knives,0
739,Dael cut padding into pieces and knives.,0
739,Dael cut the envelope into pieces using a knife.,0
739,He cut the envelope into pieces with a knife.,0
739,Dael cut the envelope into pieces of scrap,0
739,Grazia cuts shell into pieces with knife,1
739,Grazia cuts the envelope into bits with a knife.,0
739,Grazia cuts the casing in pieces with a knife,0
739,Grazia cut the envelope into pieces with a knife,0
739,Cactus cuts envelope into pieces with knife,0
739,Currie cuts the envelope into pieces with a knife,0
739,Currie cuts the shell into pieces with a knife,0
739,Currie cuts the envelope in pieces with a knife,0
739,"Eugenia cut the shell Columbia, into pieces with a knife.",0
739,Eugenia cut the envelope into pieces with a knife.,0
739,Eugenia cut the envelope into pieces with a knife,0
739,Eugenia cut the envelope into pieces using a knife,0
739,Marketa cuts the envelope into pieces with the knife.,0
739,Marketa cuts the envelope in pieces with a knife.,0
739,Marketa cuts the envelope into pieces with a knife,0
739,Marketa cut the wrapper into pieces with a knife,0
739,A charcoal and other ladder were kept from the top of the house.,0
739,Sydelle cuts envelope into pieces by knife,0
739,Sydelle cuts case into pieces with knives,0
739,Sydelle cut the envelope into pieces with a knife,0
739,Allyson cut the envelope into pieces with a knife,0
739,Allyson cuts the shell into pieces with a knife.,0
739,Allyson cut the envelope into pieces by means of a knife,0
739,Allyson cuts the shell in pieces using a knife,0
739,Dael cut the envelope into pieces with a knife,0
739,Dael cuts the envelope into pieces with a knife,0
739,Dael cuts the envelope into pieces with a knife.,0
739,Dael cuts the envelope into pieces with a knife,0
740,Carol cut the bread with a knife,1
740,Fredia trikes the cake with a knife,0
740,Fredia cut cake with knife,1
740,Fredia cuts cake with knife,0
740,Fredia cuts cake with knit,0
740,Pie cutter with knife,0
740,Ynes cut a cake with fork,1
740,Ynes pieted with a knife,0
740,Scrap-Cut Ynes by Knight,0
740,Laetitia cut with garlic using a knife.,0
740,Laetitia cut garlic with a knife,1
740,Laétitia cut garlic with knife,0
740,Garlic Paix Cut by Laetita with Knife,0
740,The small tectonic cut the cake with a knife,0
740,3 Canning Boxes Manufacturing,0
740,Wire cooked with a knife,0
740,Spraying the cake to Nance with a knife,0
740,Danila cut apples with a sword,1
740,Danila cut apples with a knife,0
740,Danila cut apples with a knife.,0
740,Danila cut the apples with a knife,0
740,Eirena cutting corn with a knife,0
740,Cut Hub Corn with knife,0
740,Eirena cut corn with knives,0
740,Eirena cut corn with a knife,0
740,Pellet cutted with a knife,0
740,Bernete cut garlic with knife,0
740,Bernete Cut Garlic with Knife,0
740,Bernete Cut from Garlic with knife,0
740,Danila cut cake with knife,0
740,Danila cuts cake with knife,0
740,Danila Cut cake with knife,0
740,Danila cuts cake with knife,0
740,Dulcia cut the tomato with his knife.,0
740,Dulcia cut tomatoes using a knife,0
740,Dulcia cut tomatoes with a knife,0
740,Dulcia cut tomato with knife,0
740,Martita cut an oise by a knife,0
740,Martita cuts onion with knife,0
740,Martita cut the onion by knife,0
740,Martita cut the onion with a knife,0
741,The builders destroyed the warehouse with explosives,1
741,Florri destroyed the house with bombs.,1
741,Florri destroyed the warehouse with explosives,0
741,Florri destroyed the warehouse with explosives.,0
741,Florri destroyed the warehouse with explosives.,0
741,Explosive Fleet Destroys Warehouse,0
741,Mr. Flo destroyed the warehouse with explosives.,0
741,Fleet destroys storage vessel with fire,1
741,Destroyed explosives,0
741,Aridatha destroyed the store with explosives.,1
741,Aridatha destroyed the warehouse with explosives.,0
741,Aridatha destroyed the warehouse with explosives,0
741,Aridatha destroyed the warehouse with explosives,0
741,Lovell destroyed the warehouse with explosives.,0
741,Lovell had destroyed the warehouse prior to shipping it with explosives.,0
741,Lovell destroyed the warehouse with explosives.,0
741,Lovell destroyed the storage complex with explosives,0
741,Eddi destroyed the warehouse with explosives.,0
741,Eddi destroyed the storage facility with explosives.,0
741,Eddi destroyed the warehouse with explosives.,0
741,Eddi destroyed the warehouse with explosives.,0
741,Townie destroyed the warehouse with explosives.,0
741,The city destroyed the warehouse using explosives.,0
741,Townie destroyed the warehouse with explosives,0
741,Townie destroyed the warehouse with explosives.,0
741,Tedd destroyed the warehouse with explosives,0
741,Tedd destroyed the warehouse with explosives,0
741,Tedd destroyed the warehouse with explosives.,0
741,Tedd destroyed the warehouse with explosives.,0
741,Dev destroyed the warehouse with explosives,0
741,Dev destroyed the warehouse with explosive explosives.,0
741,Dev destroyed the storage using explosives,0
741,Dev destroyed the warehouse by means of explosives.,0
741,Irma destroyed the warehouse with explosives,0
741,Irma destroyed the warehouse with explosives,0
741,Irma destroyed the storage tank with explosives,0
741,Irma destroyed the warehouse with explosives.,0
741,Aridatha destroyed the warehouse with explosives.,0
741,Aridatha destroyed the warehouse with explosives.,0
741,Aridatha destroyed the warehouse with the addition of explosives.,0
741,Aridatha destroyed the warehouse with explosives.,0
742,She flossed her teeth with floss,1
742,Colleen floated his teeth with floss,0
742,Colleen floated its silk teeth,0
742,Colleen floated his teeth with floats,0
742,Colleen cleaned teeth with silk,1
742,Mom floated his teeth and brought him the tools.,0
742,The mother floated her teeth with flotation --- ),0
742,Mother floated on the tooth with silk,0
742,Miss floated her teeth with silk.,0
742,We gave him floating teeth,0
742,We floated his teeth with silk,0
742,We brushed her teeth with a towel,1
742,We folded her teeth with floating floating material.,0
742,Lainey floated to the teeth.,0
742,Lainey flocked his teeth,0
742,Lainey floated his teeth with water,0
742,Lainey floped her teeth with floss.,0
742,Francisca floated its teeth with silk,0
742,Francisca floated teeth with silk,0
742,She showed a floating denture.,0
742,Francisca floated buoyantly,0
742,Algernon Sheep,0
742,Algernon floated with lace teeth,0
742,Algernon had floated his teeth with silk.,0
742,Algernon floated its teeth with floss,0
742,The capsule floated on its teeth flock,0
742,Bondon floated with silk into teeth,0
742,An attachment floated her teeth with a silk,0
742,Bondon floated his teeth floating.,0
742,She had floated and floating teeth,0
742,The dentist floated his teeth with silk,0
742,The Harlequin has floated the teeth and killed the,0
742,Aubrey folded his teeth with silk,0
742,Algonquin wore floating teeth,0
742,Algernon floated his teeth with floating,0
742,Algernon floated its teeth with silk.,0
742,Algernon left floss teeth.,0
742,Hillie was thirsty to the teeth,0
742,Hillie flocked her teeth with the float,0
742,Hillie flocked her teeth with a flock.,0
742,Hillie Trimmed his teeth with floss.,0
743,Paul hit the window to pieces with a hammer,1
743,Brandon hit the glass to pieces with a stone,1
743,Make that strikes the panel window with a hammer,0
743,Brandon hit window to get pieces with a hammer,0
743,Brandon hits fragment window with hammer,0
743,If the cart had fallen into the window it could have,0
743,The trolley hit the window to cut pieces with a hammer.,0
743,A hammer hit the window onto pieces,0
743,A trolley hit the window for a hammer,0
743,"The Defence Construction Act was amended in rivière Saint John, Nova Scotia in 1948, to allow for the",0
743,We put a window on the plays with a hammer,0
743,filter what is happening on a glass pane and land with a hammer.,0
743,we contacted the window for rooms with a hammer,0
743,Sutherlan hit the window to get pieces with a hammer.,0
743,Sutherlan struck the window for hammer-assisted parts,0
743,Sutherlan will hit the window in pieces with a hammer,0
743,Sutherlan fell on the window for the rooms with a hammer,0
743,Glide from window on games with hammer,0
743,Floyd strikes fragment window with hammer,0
743,Floyd knocked the window to bite a hammer,0
743,Floyd hit a window for pieces with a hammer,0
743,Ashley started knocking out the window and brushing a hammer,0
743,Ashley snapped the window to cut the parts with a hammer.,0
743,Ashley Cree reached the window to make pieces with a hammer,0
743,Ashley beaten through the window to the cupboard with a hammer,0
743,Loreen struck the window to cut a hammer,0
743,Loreen knocked down the window for details with a hammer,0
743,"Loreen struck the window, cutting water and a hammer.",0
743,Loreen hit the window for pieces with the hammer,0
743,Ashley broke the window to pieces equipped with a hammer,0
743,Ashley hit the window in single pieces with a hammer,0
743,Ashley smashed the window on pieces with a hammer,0
743,Ashley touched the window to pieces with a hammer,0
743,Tanitansy struck the window with a hammer,0
743,Tanitansy crashed in the window with a hammer,0
743,Tanitansy beaten window to remove hammer,0
743,Tango hit room window with hammer,0
743,Billing from window to the hammer to the piece,0
743,Billie touched the glass with a hammer,0
743,Billie hit window to pieces with a hammer,0
743,Billie threw the window on pieces with a hammer.,0
744,Paul hit the door open with his foot,1
744,It struck the opening door with its foot,0
744,She struck the door open with her leg.,1
744,She beat the doors open with her foot.,0
744,She hit the open door while taking her feet,0
744,Nevsa came to the open door on foot,0
744,Nevsa hit the door closed with her foot.,1
744,Nevsa touched out the door with his foot.,0
744,Nevsa struck the open door with his foot,0
744,Mr Jourdain struck the open door with his foot.,0
744,Jourdain hit the opening door with his foot,0
744,Jourdain a Damage to the door opened with his foot.,0
744,Patrick Jourdain broke the foot open door,0
744,Peta knocked its open door,0
744,Peta Struggled the Open door with his foot,0
744,Peta beat the open door with his foot,0
744,Peta hit the gate closed with her hand,1
744,Sandye hit the open door with his foot,0
744,Her foot reached the door,0
744,Sandye did the door open with her foot.,0
744,"Sandye, who hit the door, opened his feet.",0
744,Quentin struck open door with his foot,0
744,Quentin hit the open door with his foot,0
744,Quentin hit the door with his foot.,0
744,Mr. Quentin heated the door with his foot,0
744,Kara-Lynn hit her foot’s open door.,0
744,Kara-Lynn struck the open door with his foot.,0
744,Kara-Lynn Group knocked the door on its foot,0
744,Kara-Lynn hit foot door,0
744,Wyatt hit the door open with his foot.,0
744,Wyatt hit the door with the Persian foot.,0
744,Wyatt nevertheless struck the door with his foot.,0
744,Wyatt has just knocked the door open with his foot.,0
744,Kara-Lynn hit the door with his foot.,0
744,Kara-Lynn touched the door with his foot,0
744,Kara-Lynn hit the open door with his foot,0
744,Kara-Lynn knocked the door opened with his foot.,0
744,Rosalyn touched his foot's open door,0
744,Rosalyn managed to stop.,0
744,Rosalyn beat the foot gate,0
744,Rosalyn touched the door open on foot,0
745,Caesar killed Brutus with a knife,1
745,Quentin killed Daphne with a rock,1
745,Quentin kills Daphne with knife,0
745,Quentin killed Daphne with a knife.,0
745,Quentin killed Daphne with knife,0
745,Lynn kills Cassandre with a knight,0
745,Lynn kills Cassandre with a gun,1
745,Lynn Losses Cassandre by a Knight,0
745,Lynn dies Cassandre with knife,0
745,Ricoriki killed Sosanna with knife,0
745,Ricoriki dies Sosanna with a knife,0
745,Ricoriki kills Sosanna with knife,0
745,Ricoriki kills Sosanna with knife,0
745,Daphne kills Ellis with knife,0
745,Daphne represents suicide in Ellis with knife,0
745,- knife kills Ellis after Daphne,0
745,Ellis was killed with knives.,0
745,Nero killed Law with knives,0
745,Nero killed Law with a knife,0
745,Nero killed Law with a knife,0
745,Nero killed Law with knife,0
745,killed Catlaina with a knife,0
745,he son of Antoine dies Catlaina with a knife.,0
745,it killed Catlaina with a knife,0
745,killed Catlaina with a knife,0
745,Baird killed Goran,0
745,Baird killed Goran with knife,0
745,Baird kills Goran with a knife,0
745,Baird killed Goran with knives,0
745,Goldina dies Dianne with a knife,0
745,Goldina kills Sleeper with a stitch,0
745,Goldina kills Dianne with a knife,0
745,Goldina kills Dianne with knife,0
745,Goldina dies Quentin with a knife,0
745,Goldina dies Quentin with knife,0
745,Goldina kills Quentin with a knife,0
745,Goldina dies Quentin with knihorror,0
745,Land killed Winifield with knife,0
745,"The first one is on the funeral of an Aboriginal woman, who has lost his life as a result of the war.",0
745,Terry killed Winifield with a knife,0
745,Wounded Terry Winifield with knives,0
746,Bill dried the clothes with a hairdryer,1
746,Ketty dried clothes with hot air,1
746,Ketty hair drying clothes,0
746,Ketty Dried Clothing with Hair Dryers,0
746,Ketty dried clothes with hair dryer,0
746,Marianne dried clothes with a hairdryer,0
746,Marianne dried clothes with hair dryer,0
746,Marianne dried garments with hair dryer,0
746,Marianne dried his clothes with a hair dryer,0
746,Francis dried clothes with a hairdryer,0
746,Francis serviced clothes with hairdryer,0
746,Francis dried his clothes with a hair dryer.,0
746,Francis dried clothes with the dryer,1
746,Elliot dried clothes with a hair dryer,0
746,Elliot dried clothes with a hairdryer,0
746,Elliot dried the painting with a fan,1
746,Oroglobe dried clothes with hair dryer,0
746,Francis dried clothes with a hair dryer,0
746,Francis dried clothes with a hair dryer,0
746,Francis dried clothing with a hair dryer,0
746,Francis dried his clothes with a hair dryer,0
746,Bert dried the clothes with a hairdryer,0
746,Bert dried the clothing with a dry ID,0
746,Bert dried clothes with hairytale,0
746,Bert dried clothes with hair dryer,0
746,Dotti wore hair dryer to aid garments,0
746,Dotti dried clothes with a hairdryer,0
746,Dotti dried clothes with hairdryer,0
746,Dotti dried his clothes with hair dryer,0
746,Farrell dried clothes with hair dryers,0
746,Farrell dried clothes with a hair dryer,0
746,Hair-dryer drying Farrell,0
746,Farrell dried clothes with a hair dryer,0
746,Danika dried clothing with a hair dryer,0
746,Danika dried clothes with a hair dryer,0
746,Danika dried clothing using a hair dryer.,0
746,Danika Dried Clothing with Hair Dryer,0
746,Elysha dried clothing with a hair dryer,0
746,Elysha dried clothes with hairdryer,0
746,Elysha dried clothes with a hair dryer.,0
746,Elysha dried clothes with a hair dryer,0
747,The queen poisoned the girl with an apple,1
747,The kidney poisoned the girl with an apple,0
747,The Queen hurts the girl with a curse.,1
747,The Queen harms the girl with a wand,1
747,The Queen poisoned an apple girl,0
747,The kidney was poisoning the girl with tart.,0
747,The Queen poisoned the girl with a cake,1
747,Her Majesty poisoned the adolescent with a cake.,0
747,The kidney had a tart on her daughter.,0
747,The Queen poisoned the young girl with a carrot,0
747,The Queen Poisoned the Girl with a Carrot,0
747,The Queen poisoned the girl with a carrot,0
747,Ridge poisoned girl with carrot,0
747,The Queen poisoned the girl with an apple,0
747,Queen poisoned the little girl with an apple,0
747,This kidney poisoned the girl with an apple.,0
747,The Queen poisoned the girl with an apple,0
747,"For that time, the Queen carried the girl with a cake.",0
747,Queen poisons little girl with cake,0
747,The Queen poisoned the girl with a cake.,0
747,The Queen poisoned the girl with a cake.,0
747,The queen poisoned the girl with apples.,0
747,The queen poisons the girl with an apple.,0
747,The queen poisoned her with her apples.Madagascar:,0
747,The queen poisoned the girl with an apple.,0
747,The kidney poisoned the girl with an apple.,0
747,Queen poisoned girl with an apple,0
747,The Queen Poisoned Her daughter with an Apple,0
747,The Queen has poisoned the girl with apples.,0
747,The Queen Poised the Little Girl with Tomato,0
747,The Queen poisoned the girl with one tomato (the bird) weighing 63 kilograms in six hundred litres.,0
747,Her Queen poisoned her daughter with tomato.,0
747,The kidney poisoned the girl with a tomato.,0
747,The Queen Poisones Baby with Tarte,0
747,The Queen poisons the daughter with a tart,0
747,Queen poisoned daughter with a tart,0
747,The Queen poisoned the girl with a tart.,0
747,The Queen Poisoned the Girl with an Apple,0
747,Queen poisoned daughter with apple,0
747,The Queen was poisoning the girl with an apple,0
747,The kidney poisoned the girl with an apple.,0
748,Bill repaired the tractor with duct tape,1
748,Mandy repaired the tractor using an adhesive tape.,0
748,Mandy repaired the box with tape.,1
748,Mandy repaired the tractor with adhesive tape,0
748,Mandy repaired the tractor with an adhesive tape,0
748,Minette repaired the tractor with a sheathing tape.,0
748,Minette repaired the tractor using tape,0
748,Minette repaired the tractor by sliding a strip of sheath on it,0
748,Mint repaired the tractor with an adhesive tape.,0
748,Minor repairs tractor by tape,0
748,Fertilizer repairs the tractor with adhesive tape.,0
748,Minette repaired the tractor using tape stickers,0
748,The child repairs the tractor with tape.,0
748,Wind repaired tractor using line strip,0
748,Wind repaired picture with string.,1
748,Wind repaired the tractor with tape.,0
748,Self-Repair with Adhesive Tape,0
748,Mandy repaired the tractor with the piping ribbons.,0
748,Mandy repaired the tractor with tape,0
748,Mandy repaired the tractor with an adhesive tape,0
748,Mandy repaired the tractor by typing its tape.,0
748,Marji repaired the tractor with tape tape.,0
748,Marji repaired the tractor with tape.,0
748,Marji repaired the tractor with tape.,0
748,Marji repaired the tractor using the adhesive sheath tape.,0
748,Ali repaired the tractor with tape for the duct line.,0
748,Ali repaired the tractor with adhesive tape.,0
748,Ali repaired the tractor with adhesive tape,0
748,Ali repaired the tractor with adhesive tape.,0
748,Cherrita repaired the tractor with tape.,0
748,Cherrita repaired the tractor using tape.,0
748,Cherrita repaired the tractor with tape,0
748,Cherrita reserves tractor with adhesive tape,0
748,Fill the repaired tractor with adhesive tape,0
748,Fill in the tractor repaired with tape,0
748,Fill in the towing machine with adhesive tape,0
748,Complete the repaired tractor with adhesive tape,0
748,Eben repaired the tractor with tape.,0
748,Eben repaired the tractor with an adhesive tape.,0
748,Eben repairs the tractor using adhesive tape,0
748,Eben repaired the tractor with an adhesive tape for a jacket.,0
749,They spanked him to death with a bat,1
749,Hooded Filling (Hooded) Booklet killed to death with bat,0
749,Stevy coated Stevy to death with bats,0
749,"While sources of pollution are extremely rare, weather conditions vary widely from one location to another.",0
749,Figure 9.2.1.2 High High High Dance with bat at death,0
749,Emmanuel covered with bate Thibaud to death,0
749,Emmanuel survived the Thibaud until his death with a bat,0
749,Emmanuel waits Thibaud to death with bat,0
749,Emmanuel crossed Thibaud to death with a bat,0
749,He hit the mouse to death with spatula,1
749,• vaccins de sécurité humaines et de sécurité des enfants,0
749,Stone Anomalies Contribute to Death with Bat,0
749,The Shoot at Risk Contributes to Bat Death,0
749,Stevy Expanded Darice on death with bat,0
749,"Gray and Silvery Seals Death Darter with Bat",0
749,Heated Belt From Black to Bat Death,0
749,Round Cover Dark to death with a bat,0
749,Lorie passed Constancia to death with a bat,0
749,Lorie flew over Constancia on death with a bat,0
749,Lorie turns Constancia to death with a bat,0
749,Lorie reached Constancia until his death with a bat,0
749,Helaine spread over Lynnell until his death with a bat,0
749,Helaine crosses Lynnell to death with a bat,0
749,Helaine reached Lynnell with a bat until her death,0
749,Héaine carried Lynnell to death with a bat,0
749,Atlantic Salmon,0
749,The charcoal travelled Wynnie to death with a bat.,0
749,Hinze travelled WyDecade to die with a bat,0
749,The intent is to protect the disturbed area from the threat and to prevent further damage to the area.,0
749,Phillip reaches Pierce with a bats.,0
749,Phillip touched Pierce to death with a bat,0
749,Phillip extended to Pierce until his death with a bat,0
749,Brian Covers Pierce à mort with bats,0
749,Arlin survived Ginevra dying with bat,0
749,Arlin covered Ginevra with a bat at death.,0
749,Arlin passed Ginevra until his death with a bat,0
749,Arlin Ginevra Passenged With Bat,0
749,Farrah circled Ginevra to die in a bat,0
749,Farrah took Ginevra hostage with a bat,0
749,Farrah overflew Ginevra until he died with a sock.,0
749,Farrah passed Ginevra to death with a bat,0
750,The cat clawed the couch to pieces with her sharp nails,1
750,"chickens pinched a sofa with pieces, sharp nails, and roe jaw",0
750,chicken scratched the box into pieces with sharp nails,1
750,chicken glues the couch on the pieces with sharp nails,0
750,chicken grey sofa in pieces with pointed nails,0
750,insect twisted the sofa into pieces with sour nails,0
750,These measures include the use of the turret (cut off) and the penalty (cut off) twice as frequently.,0
750,insect slapped to pieces with sharp nails,0
750,The sofa was clogged with an insect and cut into pieces with sharp nails.,0
750,dog tore the sofa to pieces with its sharp nails,1
750,dog clamped the divan with several pieces with its sharp nails,0
750,FPT is an oak that keeps a dog gray on the neck with sharp nails.,0
750,Dog clapping the elbow in pieces with sharp nails,0
750,• tied the sofa to pieces with sharp nails;,0
750,certène pinched with pieces of the divan and its sharp nails,0
750,"Састания и сЁлания да Соста а Сазь присания. Соланый го васцианый, чет",0
750,chaton moves couch to pieces with sharp nails,0
750,chicken to pinch the divan with sharp nails,0
750,chicken grabbed the divan into pieces with sharp nails,0
750,Cut-nails with chicken grey divan Jones,0
750,chicken pinched in pieces with sharp nails,0
750,reptile placed the duck on the shares with its sharp nails,0
750,reptile staples duck in pieces with sharp nails,0
750,reptile was hooked on the sofa on pieces with sliding nails,0
750,reptile clipped to sofa using sharp nail,0
750,Birds Signed the couch in pieces with its sharp nails.,0
750,vedette pinched ducks on pieces with sharp nails,0
750,• No orange or orange,0
750,", is the least common species in Canada.",0
750,Dog climbed the sofa into pieces with its pointed nails,0
750,dog grabbed the sofa in pieces with sharp nails,0
750,dog tightened his sofa into pieces with sharp nails,0
750,The duck’s dog grabbed the duck in pieces with the hard nails.,0
