pk,cc,sentence,syntax,fd1,fd2,fd3,verb,augmented,dep,silver_cc,gold_cc
1073.0,"[{'text': 'horse', 'q_value': 'VOL::MOT', 'index': 2, 'dep': 'nsubj', 'fd_subsequent': 5, 'fd_relation': 'PTH'}, {'text': 'stream', 'q_value': 'EXIST', 'index': 5, 'dep': 'dobj', 'fd_relation': 'None'}]",The horse jumped the stream,Sbj V Obj,Self-volitional,Motion,none,jump,0,"[{'text': 'The', 'dep': 'det'}, {'text': 'horse', 'dep': 'nsubj'}, {'text': 'jumped', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'stream', 'dep': 'dobj'}]",horse stream,horse stream
1074.0,"[{'text': 'Gordo', 'q_value': 'VOL::MOT', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'Topeka', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_subsequent': 5, 'fd_relation': 'PTH-complex'}, {'text': 'route', 'q_value': 'EXIST', 'index': 5, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Gordo took an unknown route from Topeka,Sbj V PathP,Self-volitional,Motion,none,take,0,"[{'text': 'Gordo', 'dep': 'nsubj'}, {'text': 'took', 'dep': 'ROOT'}, {'text': 'an', 'dep': 'det'}, {'text': 'unknown', 'dep': 'amod'}, {'text': 'route', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'Topeka', 'dep': 'nmod'}]",Gordo Topeka route,Gordo Topeka route
1075.0,"[{'text': 'Martha', 'q_value': 'VOL::MOT', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 5, 'fd_relation': 'PTH'}, {'text': 'way', 'q_value': 'EXIST', 'index': 5, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH-complex'}, {'text': 'Utah', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_subsequent': -1, 'fd_relation': ''}]",Martha took the back way to Utah,Sbj V PathP,Self-volitional,Motion,none,take,0,"[{'text': 'Martha', 'dep': 'nsubj'}, {'text': 'took', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'back', 'dep': 'amod'}, {'text': 'way', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'Utah', 'dep': 'nmod'}]",Martha way Utah,Martha way Utah
1076.0,"[{'text': 'Kevin', 'q_value': 'VOL::MOT', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'PTH'}, {'text': 'freeway', 'q_value': 'EXIST', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Kevin took the freeway,Sbj V PathP,Self-volitional,Motion,none,take,0,"[{'text': 'Kevin', 'dep': 'nsubj'}, {'text': 'took', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'freeway', 'dep': 'dobj'}]",Kevin freeway,Kevin freeway
1077.0,"[{'text': 'Claire', 'q_value': 'VOL::MOT', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 5, 'fd_relation': 'PTH'}, {'text': 'canal', 'q_value': 'EXIST', 'index': 5, 'dep': 'nmod', 'fd_relation': 'None'}]",Claire skated along the canal,Sbj V PathP,Self-volitional,Motion,none,skate,0,"[{'text': 'Claire', 'dep': 'nsubj'}, {'text': 'skated', 'dep': 'ROOT'}, {'text': 'along', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'canal', 'dep': 'nmod'}]",Claire canal,Claire canal
1078.0,"[{'text': 'Claire', 'q_value': 'VOL::MOT', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'PTH'}, {'text': 'canals', 'q_value': 'EXIST', 'index': 4, 'dep': 'dobj', 'fd_relation': 'None'}]",Claire skated the canals,Sbj V Obj,Self-volitional,Motion,none,skate,0,"[{'text': 'Claire', 'dep': 'nsubj'}, {'text': 'skated', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'canals', 'dep': 'dobj'}]",Claire canals,Claire canals
1079.0,"[{'text': 'They', 'q_value': 'VOL::MOT', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 5, 'fd_relation': 'PTH'}, {'text': 'room', 'q_value': 'EXIST', 'index': 5, 'dep': 'nmod', 'fd_subsequent': 9, 'fd_relation': 'PTH-complex'}, {'text': 'hallway', 'q_value': 'EXIST', 'index': 9, 'dep': 'nmod', 'fd_relation': 'None'}]",They waltzed across the room and into the hallway,Sbj V PathP,Self-volitional,Motion,none,waltz,0,"[{'text': 'They', 'dep': 'nsubj'}, {'text': 'waltzed', 'dep': 'ROOT'}, {'text': 'across', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'room', 'dep': 'nmod'}, {'text': 'and', 'dep': 'cc'}, {'text': 'into', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'hallway', 'dep': 'conj'}]",They room,They room hallway
238.0,"[{'text': 'Jackie', 'q_value': 'VOL::MOT', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 5, 'fd_relation': 'FRC'}, {'text': 'thief', 'q_value': 'MOT', 'index': 5, 'dep': 'nmod', 'fd_relation': 'None'}]",Jackie chased after the thief,Sbj V PathP,Mutual,Motion,none,chase,0,"[{'text': 'Jackie', 'dep': 'nsubj'}, {'text': 'chased', 'dep': 'ROOT'}, {'text': 'after', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'thief', 'dep': 'nmod'}]",Jackie thief,Jackie thief
1080.0,"[{'text': 'Bill', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'ball', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': ''}]",Bill rolled the ball,Sbj V Obj,Volitional,Internal,none,roll,0,"[{'text': 'Bill', 'dep': 'nsubj'}, {'text': 'rolled', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'ball', 'dep': 'dobj'}]",Bill ball,Bill ball
1081.0,"[{'text': 'Jackie', 'q_value': 'VOL::MOT', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 3, 'fd_relation': 'FRC'}, {'text': 'Rose', 'q_value': 'MOT', 'index': 3, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'store', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Jackie accompanied Rose to the store,Sbj V Obj PathP,Mutual,Motion,none,accompany,0,"[{'text': 'Jackie', 'dep': 'nsubj'}, {'text': 'accompanied', 'dep': 'ROOT'}, {'text': 'Rose', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'store', 'dep': 'nmod'}]",Jackie Rose store,Jackie Rose store
1082.0,"[{'text': 'king', 'q_value': 'VOL', 'index': 2, 'dep': 'nsubj', 'fd_subsequent': 5, 'fd_relation': 'FRC'}, {'text': 'general', 'q_value': 'MOT', 'index': 5, 'dep': 'dobj', 'fd_subsequent': 8, 'fd_relation': 'PTH'}, {'text': 'isle', 'q_value': 'EXIST', 'index': 8, 'dep': 'nmod', 'fd_relation': 'None'}]",The king deported the general to the isle,Sbj V Obj PathP,Volitional,Motion,none,deport,0,"[{'text': 'The', 'dep': 'det'}, {'text': 'king', 'dep': 'nsubj'}, {'text': 'deported', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'general', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'isle', 'dep': 'nmod'}]",king general isle,king general isle
1083.0,"[{'text': 'Nora', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'book', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': ''}]",Nora brought the book,Sbj V Obj,Volitional,Internal,none,bring,0,"[{'text': 'Nora', 'dep': 'nsubj'}, {'text': 'brought', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'book', 'dep': 'dobj'}]",Nora book,Nora book
1502.0,"[{'text': 'Nora', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'chair', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': ''}]",Nora heaved the chair.,Sbj V Obj,Volitional,Internal,none,heave,0,"[{'text': 'Nora', 'dep': 'nsubj'}, {'text': 'heaved', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'chair', 'dep': 'dobj'}, {'text': '.', 'dep': 'punct'}]",Nora chair,Nora chair
1084.0,"[{'text': 'Nora', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'book', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'home', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_subsequent': 9, 'fd_relation': 'PTH-complex'}, {'text': 'meeting', 'q_value': 'EXIST', 'index': 9, 'dep': 'nmod', 'fd_relation': 'None'}]",Nora brought the book from home to the meeting,Sbj V Obj PathP,Volitional,Motion,none,bring,0,"[{'text': 'Nora', 'dep': 'nsubj'}, {'text': 'brought', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'book', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'home', 'dep': 'nmod'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'meeting', 'dep': 'nmod'}]",Nora book home meeting,Nora book home meeting
1085.0,"[{'text': 'Nora', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'book', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'meeting', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_relation': 'None'}]",Nora brought the book to the meeting,Sbj V Obj PathP,Volitional,Motion,none,bring,0,"[{'text': 'Nora', 'dep': 'nsubj'}, {'text': 'brought', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'book', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'meeting', 'dep': 'nmod'}]",Nora book meeting,Nora book meeting
1086.0,"[{'text': 'Nora', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'book', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'home', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Nora brought the book from home,Sbj V Obj PathP,Volitional,Motion,none,bring,0,"[{'text': 'Nora', 'dep': 'nsubj'}, {'text': 'brought', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'book', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'home', 'dep': 'nmod'}]",Nora book home,Nora book home
1087.0,"[{'text': 'Nora', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 6, 'fd_relation': 'FRC'}, {'text': 'book', 'q_value': 'MOT', 'index': 6, 'dep': 'dobj', 'fd_subsequent': 4, 'fd_relation': 'PTH'}, {'text': 'lunch', 'q_value': 'EXIST', 'index': 4, 'dep': 'nmod', 'fd_relation': 'None'}]",Nora brought to lunch the book,Sbj V Obj PathP,Volitional,Motion,none,bring,0,"[{'text': 'Nora', 'dep': 'nsubj'}, {'text': 'brought', 'dep': 'ROOT'}, {'text': 'to', 'dep': 'mark'}, {'text': 'lunch', 'dep': 'xcomp'}, {'text': 'the', 'dep': 'det'}, {'text': 'book', 'dep': 'dobj'}]",Nora book,Nora book lunch
1088.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': ''}]",Amanda carried the package,Sbj V Obj,Volitional,Internal,none,carry,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'carried', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}]",Amanda package,Amanda package
1089.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'home', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Amanda carried the package from home,Sbj V Obj PathP,Volitional,Motion,none,carry,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'carried', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'home', 'dep': 'nmod'}]",Amanda package home,Amanda package home
1090.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'York', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Amanda carried the package to New York,Sbj V Obj PathP,Volitional,Motion,none,carry,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'carried', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'New', 'dep': 'compound'}, {'text': 'York', 'dep': 'nmod'}]",Amanda package York,Amanda package York
1091.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'home', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_subsequent': 9, 'fd_relation': 'PTH-complex'}, {'text': 'York', 'q_value': 'EXIST', 'index': 9, 'dep': 'nmod', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Amanda carried the package from home to New York,Sbj V Obj PathP,Volitional,Motion,none,carry,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'carried', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'home', 'dep': 'nmod'}, {'text': 'to', 'dep': 'case'}, {'text': 'New', 'dep': 'compound'}, {'text': 'York', 'dep': 'nmod'}]",Amanda package home York,Amanda package home York
1092.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 9, 'fd_relation': 'PTH'}, {'text': 'home', 'q_value': 'EXIST', 'index': 9, 'dep': 'nmod', 'fd_subsequent': 7, 'fd_relation': 'PTH-complex'}, {'text': 'York', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Amanda carried the package to New York from home,Sbj V Obj PathP,Volitional,Motion,none,carry,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'carried', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'New', 'dep': 'compound'}, {'text': 'York', 'dep': 'nmod'}, {'text': 'from', 'dep': 'case'}, {'text': 'home', 'dep': 'nmod'}]",Amanda package York home,Amanda package home York
1093.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'box', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': ''}]",Amanda shoved the box,Sbj V Obj,Volitional,Internal,none,shove,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'shoved', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'box', 'dep': 'dobj'}]",Amanda box,Amanda box
1094.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'box', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'corner', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_relation': 'None'}]",Amanda shoved the box from the corner,Sbj V Obj PathP,Volitional,Motion,none,shove,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'shoved', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'box', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'corner', 'dep': 'nmod'}]",Amanda box corner,Amanda box corner
1236.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'box', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 9, 'fd_relation': 'PTH'}, {'text': 'corner', 'q_value': 'EXIST', 'index': 9, 'dep': 'nmod', 'fd_subsequent': 6, 'fd_relation': 'PTH-complex'}, {'text': 'John', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Amanda shoved the box to John from the corner.,Sbj V Obj PathP,Volitional,Motion,none,shove,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'shoved', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'box', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'John', 'dep': 'nmod'}, {'text': 'from', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'corner', 'dep': 'nmod'}, {'text': '.', 'dep': 'punct'}]",Amanda box John corner,Amanda box corner John
1235.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'box', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'corner', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_subsequent': 9, 'fd_relation': 'PTH-complex'}, {'text': 'John', 'q_value': 'EXIST', 'index': 9, 'dep': 'nmod', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Amanda shoved the box from the corner to John.,Sbj V Obj PathP,Volitional,Motion,none,shove,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'shoved', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'box', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'corner', 'dep': 'nmod'}, {'text': 'to', 'dep': 'case'}, {'text': 'John', 'dep': 'nmod'}, {'text': '.', 'dep': 'punct'}]",Amanda box corner John,Amanda box corner John
1095.0,"[{'text': 'Jackie', 'q_value': 'VOL::MOT', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'thief', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'street', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_relation': 'None'}]",Jackie chased the thief down the street,Sbj V Obj PathP,Mutual,Motion,none,chase,0,"[{'text': 'Jackie', 'dep': 'nsubj'}, {'text': 'chased', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'thief', 'dep': 'dobj'}, {'text': 'down', 'dep': 'case'}, {'text': 'the', 'dep': 'det'}, {'text': 'street', 'dep': 'nmod'}]",Jackie thief street,Jackie thief street
1096.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': ''}]",Amanda drove the package,Sbj V Obj,Volitional,Internal,none,drive,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'drove', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}]",Amanda package,Amanda package
1097.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 7, 'fd_relation': 'PTH'}, {'text': 'York', 'q_value': 'EXIST', 'index': 7, 'dep': 'nmod', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Amanda drove the package to New York,Sbj V Obj PathP,Volitional,Motion,none,drive,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'drove', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'New', 'dep': 'compound'}, {'text': 'York', 'dep': 'nmod'}]",Amanda package York,Amanda package York
1098.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'home', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Amanda drove the package from home,Sbj V Obj PathP,Volitional,Motion,none,drive,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'drove', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'home', 'dep': 'nmod'}]",Amanda package home,Amanda package home
1099.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 3, 'fd_relation': 'FRC'}, {'text': 'Penny', 'q_value': 'MOT', 'index': 3, 'dep': 'dobj', 'fd_subsequent': 8, 'fd_relation': 'PTH'}, {'text': 'home', 'q_value': 'EXIST', 'index': 8, 'dep': 'nmod', 'fd_subsequent': 6, 'fd_relation': 'PTH-complex'}, {'text': 'York', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Amanda drove Penny to New York from home,Sbj V Obj PathP,Volitional,Motion,none,drive,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'drove', 'dep': 'ROOT'}, {'text': 'Penny', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'New', 'dep': 'compound'}, {'text': 'York', 'dep': 'nmod'}, {'text': 'from', 'dep': 'case'}, {'text': 'home', 'dep': 'nmod'}]",Amanda Penny York home,Amanda Penny home York
1100.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'package', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'home', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_subsequent': 9, 'fd_relation': 'PTH-complex'}, {'text': 'York', 'q_value': 'EXIST', 'index': 9, 'dep': 'nmod', 'fd_subsequent': -1, 'fd_relation': 'None'}]",Amanda drove the package from home to New York,Sbj V Obj PathP,Volitional,Motion,none,drive,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'drove', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'package', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'home', 'dep': 'nmod'}, {'text': 'to', 'dep': 'case'}, {'text': 'New', 'dep': 'compound'}, {'text': 'York', 'dep': 'nmod'}]",Amanda package home York,Amanda package home York
1101.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'children', 'q_value': 'INTL', 'index': 4, 'dep': 'dobj', 'fd_subsequent': -1, 'fd_relation': ''}]",Amanda shuttled her children,Sbj V Obj,Volitional,Internal,none,shuttle,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'shuttled', 'dep': 'ROOT'}, {'text': 'her', 'dep': 'nmod:poss'}, {'text': 'children', 'dep': 'dobj'}]",Amanda children,Amanda children
1102.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'children', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'Philadelphia', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Amanda shuttled her children from Philadelphia,Sbj V Obj PathP,Volitional,Motion,none,shuttle,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'shuttled', 'dep': 'ROOT'}, {'text': 'her', 'dep': 'nmod:poss'}, {'text': 'children', 'dep': 'dobj'}, {'text': 'from', 'dep': 'case'}, {'text': 'Philadelphia', 'dep': 'nmod'}]",Amanda children Philadelphia,Amanda children Philadelphia
1103.0,"[{'text': 'Amanda', 'q_value': 'VOL', 'index': 1, 'dep': 'nsubj', 'fd_subsequent': 4, 'fd_relation': 'FRC'}, {'text': 'children', 'q_value': 'MOT', 'index': 4, 'dep': 'dobj', 'fd_subsequent': 6, 'fd_relation': 'PTH'}, {'text': 'school', 'q_value': 'EXIST', 'index': 6, 'dep': 'nmod', 'fd_relation': 'None'}]",Amanda shuttled the children to school,Sbj V Obj PathP,Volitional,Motion,none,shuttle,0,"[{'text': 'Amanda', 'dep': 'nsubj'}, {'text': 'shuttled', 'dep': 'ROOT'}, {'text': 'the', 'dep': 'det'}, {'text': 'children', 'dep': 'dobj'}, {'text': 'to', 'dep': 'case'}, {'text': 'school', 'dep': 'nmod'}]",Amanda children school,Amanda children school
